[ 2013-09-16T15:52:15+08:00 ] / | INFO: Tag[ route_check ] --START--
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `lang` [ RunTime:0.000330s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | SQL: SELECT * FROM `lang`  [ RunTime:0.000147s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.000350s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | SQL: SELECT * FROM `oemid`  [ RunTime:0.000152s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --START--
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001058s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001089s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --START--
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: selectProductName 6fd8933f4c109db238cc8429c8b69c98.php 第 79 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 83 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 84 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 85 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 87 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 88 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 89 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 90 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 91 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 92 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 93 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 95 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 96 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 97 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 98 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 99 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 100 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 122 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 135 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 143 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 151 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 159 行.
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run ParseTemplate Behavior [ RunTime:0.011238s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011268s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --START--
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run ContentReplace Behavior [ RunTime:0.000281s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run TokenBuild Behavior [ RunTime:0.000308s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000244s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000243s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001146s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --START--
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000222s ]
[ 2013-09-16T20:04:50+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000245s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ route_check ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run CheckRoute Behavior [ RunTime:0.000512s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000572s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ app_begin ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000299s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run CheckLang Behavior [ RunTime:0.001986s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002344s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ action_begin ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run Login Behavior [ RunTime:0.001184s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001230s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000775s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined index: copy_from_id UserManageAction.class.php 第 55 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `country` [ RunTime:0.000446s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SELECT * FROM `country` ORDER BY index_no asc  [ RunTime:0.000502s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `lang` [ RunTime:0.000439s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SELECT * FROM `lang`  [ RunTime:0.000188s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.000464s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | SQL: SELECT * FROM `oemid`  [ RunTime:0.000171s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001283s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001320s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: selectProductName 6fd8933f4c109db238cc8429c8b69c98.php 第 79 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 83 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 84 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 85 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 87 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 88 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 89 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 90 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 91 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 92 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 93 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 95 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 96 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 97 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 98 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 99 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 100 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 122 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 135 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 143 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 151 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 159 行.
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run ParseTemplate Behavior [ RunTime:0.013440s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013477s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run ContentReplace Behavior [ RunTime:0.000387s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run TokenBuild Behavior [ RunTime:0.000375s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000282s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000311s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001448s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --START--
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000287s ]
[ 2013-09-16T20:05:15+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000319s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ route_check ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run CheckRoute Behavior [ RunTime:0.000783s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000863s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ app_begin ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000434s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run CheckLang Behavior [ RunTime:0.003052s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003569s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ action_begin ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run Login Behavior [ RunTime:0.001608s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001666s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.001104s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined index: copy_from_id UserManageAction.class.php 第 55 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `country` [ RunTime:0.000633s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SELECT * FROM `country` ORDER BY index_no asc  [ RunTime:0.000782s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `lang` [ RunTime:0.000635s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SELECT * FROM `lang`  [ RunTime:0.000257s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.000805s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | SQL: SELECT * FROM `oemid`  [ RunTime:0.000315s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001754s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001814s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: selectProductName 6fd8933f4c109db238cc8429c8b69c98.php 第 79 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 83 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 84 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 85 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 87 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 88 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 89 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 90 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 91 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 92 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 93 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 95 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 96 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 97 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 98 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 99 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: Think 6fd8933f4c109db238cc8429c8b69c98.php 第 100 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 122 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 127 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 135 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 143 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 151 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | NOTIC: [8] Undefined variable: user 6fd8933f4c109db238cc8429c8b69c98.php 第 159 行.
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run ParseTemplate Behavior [ RunTime:0.019640s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019690s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run ContentReplace Behavior [ RunTime:0.000505s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run TokenBuild Behavior [ RunTime:0.000501s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000405s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000479s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002027s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --START--
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000470s ]
[ 2013-09-16T20:05:22+08:00 ] /UserManage/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000516s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run CheckRoute Behavior [ RunTime:0.000809s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000891s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000465s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run CheckLang Behavior [ RunTime:0.002928s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003480s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run Login Behavior [ RunTime:0.001791s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001872s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.001307s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | SQL: SELECT COUNT(*) AS tp_count FROM `user` LIMIT 1   [ RunTime:0.000746s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | SQL: SELECT * FROM `user` ORDER BY id desc LIMIT 0,20   [ RunTime:0.000399s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002395s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002468s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: selectProductName c52881e8e0eb5f2f3b18504de7b757ee.php 第 79 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 83 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 84 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 85 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 87 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 88 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 89 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 90 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 91 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 92 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 93 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 95 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 96 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 97 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 98 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 99 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 100 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: url c52881e8e0eb5f2f3b18504de7b757ee.php 第 134 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: disabled c52881e8e0eb5f2f3b18504de7b757ee.php 第 135 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: oemid c52881e8e0eb5f2f3b18504de7b757ee.php 第 137 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run ParseTemplate Behavior [ RunTime:0.017527s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017570s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --START--
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run ContentReplace Behavior [ RunTime:0.000371s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run TokenBuild Behavior [ RunTime:0.000435s ]
[ 2013-09-16T20:05:59+08:00 ] /UserManage/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000304s ]
