[ 2013-09-21T16:33:15+08:00 ] / | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ route_check ] --END-- [ RunTime:0.000499s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000257s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run CheckLang Behavior [ RunTime:0.001707s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002011s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run Login Behavior [ RunTime:0.000905s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000936s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000666s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | NOTIC: [8] Use of undefined constant MAGIC_QUOTES_GPC - assumed 'MAGIC_QUOTES_GPC' Model.class.php 第 867 行.
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | SQL: UPDATE `user` SET `name`='2',`desc`='adsf',`email`='adf',`status`='1',`privilege`='p1,p2' WHERE ( `id` = '7' ) [ RunTime:0.053588s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_template ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run LocationTemplate Behavior [ RunTime:0.002283s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_template ] --END-- [ RunTime:0.002365s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run ParseTemplate Behavior [ RunTime:0.012870s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012960s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run ContentReplace Behavior [ RunTime:0.000676s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run TokenBuild Behavior [ RunTime:0.000672s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000571s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run ShowRuntime Behavior [ RunTime:0.000569s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002663s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_end ] --START--
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Run ShowPageTrace Behavior [ RunTime:0.000530s ]
[ 2013-09-21T19:43:04+08:00 ] /UserManage/save | INFO: Tag[ view_end ] --END-- [ RunTime:0.000588s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run CheckRoute Behavior [ RunTime:0.000412s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000460s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000231s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run CheckLang Behavior [ RunTime:0.001500s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001775s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run Login Behavior [ RunTime:0.000810s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000839s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000613s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | SQL: SELECT COUNT(*) AS tp_count FROM `user` LIMIT 1   [ RunTime:0.000178s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | SQL: SELECT * FROM `user` ORDER BY id desc LIMIT 0,20   [ RunTime:0.000151s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | SQL: SHOW COLUMNS FROM `oemid` [ RunTime:0.000358s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | SQL: SELECT * FROM `oemid`  [ RunTime:0.000146s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001093s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001127s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: selectProductName c52881e8e0eb5f2f3b18504de7b757ee.php 第 79 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 83 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 84 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 85 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 87 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 88 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 89 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 90 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 91 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 92 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 93 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 95 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 96 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 97 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 98 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 99 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined variable: Think c52881e8e0eb5f2f3b18504de7b757ee.php 第 100 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | NOTIC: [8] Undefined index: locale c52881e8e0eb5f2f3b18504de7b757ee.php 第 142 行.
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021309s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021339s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run ContentReplace Behavior [ RunTime:0.000811s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run TokenBuild Behavior [ RunTime:0.000318s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000238s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000275s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001710s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_end ] --START--
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000242s ]
[ 2013-09-21T19:43:05+08:00 ] /UserManage/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000264s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Run CheckRoute Behavior [ RunTime:0.000463s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ route_check ] --END-- [ RunTime:0.000530s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000267s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Run CheckLang Behavior [ RunTime:0.001813s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002151s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Run Login Behavior [ RunTime:0.000960s ]
[ 2013-09-21T19:43:07+08:00 ] /User/logout | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000992s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run CheckRoute Behavior [ RunTime:0.000049s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000096s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000044s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run CheckLang Behavior [ RunTime:0.000132s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000215s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run Login Behavior [ RunTime:0.000127s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000154s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_template ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001116s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001148s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run ParseTemplate Behavior [ RunTime:0.008306s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008348s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run ContentReplace Behavior [ RunTime:0.000288s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run TokenBuild Behavior [ RunTime:0.000307s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000245s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000269s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001181s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_end ] --START--
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000259s ]
[ 2013-09-21T19:43:07+08:00 ] /User/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000281s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Run CheckRoute Behavior [ RunTime:0.000670s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000742s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000537s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Run CheckLang Behavior [ RunTime:0.002809s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003425s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Run Login Behavior [ RunTime:0.001090s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001128s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.218505s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | SQL: SELECT * FROM `user` WHERE name='elex' and password='93725b9fc52918f65c42dd16492d7d98' LIMIT 1   [ RunTime:0.000472s ]
[ 2013-09-21T19:43:09+08:00 ] /User/login | SQL: UPDATE `user` SET `name`='elex',`password`='93725b9fc52918f65c42dd16492d7d98',`email`='zhangpeng@elex-tech.com',`last_login`='2013-09-21 19:43:09',`is_elex`='1',`is_admin`='1',`status`='1',`privilege`='',`desc`='总管理员',`add_user_id`='0',`add_time`='0000-00-00 00:00:00' WHERE ( `id` = '1' ) [ RunTime:0.045454s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run CheckRoute Behavior [ RunTime:0.000082s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ route_check ] --END-- [ RunTime:0.000161s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000079s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run CheckLang Behavior [ RunTime:0.000742s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000906s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined index: _URL_ LoginBehavior.class.php 第 22 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined index: _URL_ LoginBehavior.class.php 第 23 行.
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run Login Behavior [ RunTime:0.000228s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000282s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.000563s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.000629s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: selectProductName 948b69b7e74262b0af4cc87e8ce85c98.php 第 79 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 83 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 84 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 85 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 87 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 88 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 89 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 90 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 91 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 92 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 93 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 95 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 96 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 97 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 98 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 99 行.
[ 2013-09-21T19:43:09+08:00 ] / | NOTIC: [8] Undefined variable: Think 948b69b7e74262b0af4cc87e8ce85c98.php 第 100 行.
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.018295s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018349s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000546s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000603s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000468s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000575s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002339s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.000518s ]
[ 2013-09-21T19:43:09+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.000568s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Run CheckRoute Behavior [ RunTime:0.000517s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ route_check ] --END-- [ RunTime:0.000593s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000284s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Run CheckLang Behavior [ RunTime:0.001938s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002294s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Run Login Behavior [ RunTime:0.001039s ]
[ 2013-09-21T19:43:23+08:00 ] /User/logout | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001076s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run CheckRoute Behavior [ RunTime:0.000053s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000105s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000049s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run CheckLang Behavior [ RunTime:0.000146s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000240s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run Login Behavior [ RunTime:0.000143s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ action_begin ] --END-- [ RunTime:0.000175s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_template ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001201s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001242s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_parse ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run ParseTemplate Behavior [ RunTime:0.009027s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009072s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_filter ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run ContentReplace Behavior [ RunTime:0.000357s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run TokenBuild Behavior [ RunTime:0.000357s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000288s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000344s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001456s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_end ] --START--
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000298s ]
[ 2013-09-21T19:43:23+08:00 ] /User/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000327s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ route_check ] --START--
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Run CheckRoute Behavior [ RunTime:0.000654s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000712s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ app_begin ] --START--
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000304s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Run CheckLang Behavior [ RunTime:0.001892s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002250s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ action_begin ] --START--
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Run Login Behavior [ RunTime:0.000977s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | INFO: Tag[ action_begin ] --END-- [ RunTime:0.001011s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.000672s ]
[ 2013-09-21T19:43:27+08:00 ] /User/login | SQL: SELECT * FROM `user` WHERE name='2' and password='eccbc87e4b5ce2fe28308fd9f2a7baf3' LIMIT 1   [ RunTime:0.000286s ]
